Time [s],Rank 27,Rank 5,Rank 14,Rank 19,Rank 1,Rank 20,Rank 8,Rank 25,Rank 12,Rank 17,Rank 31,Rank 4,Rank 23,Rank 0,Rank 28,Rank 10,Rank 7,Rank 15,Rank 21,Rank 3,Rank 26,Rank 13,Rank 18,Rank 6,Rank 24,Rank 29,Rank 11,Rank 2,Rank 16,Rank 30,Rank 9,Rank 22
0.126469974,,,,,,,,,,,,,0.753334469368458,,,,,,,,,,,,,,,,,,,
0.126507799,,,,,,,,,,,,,,,,,,,,,0.753334469368458,,,,,,,,,,,
0.126887981,,,,,,,,,,,,,,,,,,,,,,,,,,,0.753334469368458,,,,,
0.126925625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.753334469368458
0.126945032,,,,,,,,,,,,,,,,0.753334469368458,,,,,,,,,,,,,,,,
0.127010414,,,,,,0.753334469368458,,,,,,,,,,,,,,,,,,,,,,,,,,
0.127056742,,,,,,,,,,,,,,,,,,,,,,,,,0.753334469368458,,,,,,,
0.127059913,,,,,,,,0.753334469368458,,,,,,,,,,,,,,,,,,,,,,,,
0.127095352,,,,,,,0.753334469368458,,,,,,,,,,,,,,,,,,,,,,,,,
0.127147811,,0.753334469368458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.127172268,,,,,,,,,,,,,,,,,,,,,,,,0.753334469368458,,,,,,,,
0.127181479,,,,0.753334469368458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.127209629,,,,,,,,,,,,,,,0.753334469368458,,,,,,,,,,,,,,,,,
0.127741391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.753334469368458,
0.127836468,,,,,,,,,,0.753334469368458,,,,,,,,,,,,,,,,,,,,,,
0.127886158,,,,,,,,,,,,0.753334469368458,,,,,,,,,,,,,,,,,,,,
0.1279867,,,,,,,,,,,,,,,,,,0.753334469368458,,,,,,,,,,,,,,
0.128007782,,,0.753334469368458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.128059353,0.753334469368458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.128170616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.753334469368458,,
0.128200135,,,,,,,,,,,,,,,,,,,0.753334469368458,,,,,,,,,,,,,
0.12825617,,,,,0.753334469368458,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12840458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.753334469368458,,,
0.128469199,,,,,,,,,,,,,,,,,0.753334469368458,,,,,,,,,,,,,,,
0.128632868,,,,,,,,,,,,,,0.753334469368458,,,,,,,,,,,,,,,,,,
